base_epoch,base_loss,scale_epoch,scale_loss
102.0,0.0007359727355651558,,
103.0,0.000749973498750478,,
104.0,0.0007327197096310556,,
105.0,0.0007188678556121886,,
106.0,0.0007395110186189413,,
107.0,0.0007172946119681,,
108.0,0.0007110391370952129,,
109.0,0.0007123186299577356,,
110.0,0.0007095082383602858,,
111.0,0.0006971577997319401,,
112.0,0.0007088754698634148,,
113.0,0.0006901575066149235,,
114.0,0.0006923839799128472,,
115.0,0.0006971973436884582,,
116.0,0.0006759965745732189,,
117.0,0.0006692287139594555,,
118.0,0.0006803533970378339,,
119.0,0.0006617883802391589,,
120.0,0.0006697268690913916,,
,,1.0,0.005931706126430072
,,2.0,0.00023284144350327552
,,3.0,0.00020996465580537914
,,4.0,0.00015978493553120643
,,5.0,0.00013895596988731994
,,6.0,0.0001392348640365526
,,7.0,0.00013634083152282983
,,8.0,0.00013524634152418003
,,9.0,0.00013608295819722116
,,10.0,0.00013472881633788347
,,11.0,0.00013399462273810058
,,12.0,0.00013478577078785748
,,13.0,0.000133527836878784
,,14.0,0.0001346134245977737
,,15.0,0.0001343965865089558
,,16.0,0.00013244224654044957
,,17.0,0.00013311942631844432
,,18.0,0.00013241422100691125
,,19.0,0.00013171133090509102
,,20.0,0.00013203700917074456
,,21.0,0.00012981906562345102
,,22.0,0.00012995570054044947
,,23.0,0.0001299405164900236
,,24.0,0.00012953338242368772
,,25.0,0.0001290720942779444
,,26.0,0.00013063842081464827
,,27.0,0.00012924166599987075
,,28.0,0.00012861534545663745
,,29.0,0.00012785170634742825
,,30.0,0.00012693914322881028
,,31.0,0.00012692106538452207
,,32.0,0.00012744119827402757
,,33.0,0.00012542872194899247
,,34.0,0.00012539603980258108
,,35.0,0.00012406381429173053
,,36.0,0.00012368994852295144
,,37.0,0.0001236710077500902
,,38.0,0.0001232730073388666
,,39.0,0.0001222024578601122
,,40.0,0.00012179194367490708
,,41.0,0.000122077984851785
,,42.0,0.00012036619620630517
,,43.0,0.00012115163437556475
,,44.0,0.00011948711500735953
,,45.0,0.00012051408120896667
,,46.0,0.00011892233887920157
,,47.0,0.00011815432662842795
,,48.0,0.00011812438373453915
,,49.0,0.00011584742896957323
,,50.0,0.00011507482646265999
,,51.0,0.00011520136904437095
,,52.0,0.00011540516919922083
,,53.0,0.000112696492287796
,,54.0,0.00011334342387272045
,,55.0,0.00011276815377641469
,,56.0,0.00011049218010157346
,,57.0,0.00010952050128253177
,,58.0,0.00010873212886508554
,,59.0,0.00010756029223557562
,,60.0,0.00010653462639311329
,,61.0,0.00010621597961289808
,,62.0,0.00010513606772292405
,,63.0,0.00010360441490774974
,,64.0,0.00010289650555932894
,,65.0,0.000103973297518678
,,66.0,0.00010206708335317671
,,67.0,9.958568349247798e-05
,,68.0,9.925593563821167e-05
,,69.0,9.831911564106121e-05
,,70.0,9.570607886416838e-05
,,71.0,9.634894871851429e-05
,,72.0,9.569890069542453e-05
,,73.0,9.2669845034834e-05
,,74.0,9.063872916158289e-05
,,75.0,8.980298734968528e-05
,,76.0,8.739977973164059e-05
,,77.0,8.840851747663691e-05
,,78.0,8.560720743844286e-05
,,79.0,8.545055374270305e-05
,,80.0,8.242677606176585e-05
